cleaned,coords,loc_name,people_needs,category
leyte needs help hello fellow moots kpop stans kindly rt tweet spread word leyte region live needs help experiencing heavy rains led landslides amp floods agatonph leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
calling donations hoping help many victims agatonph particularly abuyog suffered multiple landslides still accepting donations incash inkind greatly affected typhoon donations see details,125.149437/10.62223,abuyog ,help,Medical Response
tindogabuyog donation drive victims typhoon agaton abuyog leyte many decided stand us cause extend helping hands prayers victims onslaught typhoon agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
small help big heart agatonph victims puente bunglas ajuy iloilo,123.10968/11.13913,ajuy iloilo,help,Medical Response
pls help us spread leyte needs help doesnt get much attention people literally dying wala masyadong media coverage agatonph leyteneedshelp baybayneedshelp abuyogneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
inkamagnaye hello pls help us spread leyte needs help doesnt get much attention people literally dying wala masyadong media coverage request support help victims greatly devastated agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
hii please spare time pray people affected baybay leyte kindly retweet posts hashtags help trend agatonph leyteneedshelp baybayneedshelp abuyogneedshelp rescueph rescueleyte,124.552177/11.33877,leyte leyte,help,Medical Response
dueñas iloilo also needs help flooded agatonph also want donate heres gcash number friend sir gil pedregosa ngo rep sendhelp helpiloilo bangoniloilo gcash 09451399566,122.650482/10.84919,iloilo,help,Medical Response
hindi ko gets chismis gaining media socmedia exposure whats happwning leyte damn people need help people dy1ng care chismis leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
hi guys amount lets help iloilo leyte iloiloneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte iloilo,help,Medical Response
praying people lost home livelihood loved ones leyte leyteneedshelp baybaycityneedshelp abuyogneedshelp capizneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help bagyongagaton agatonph rescueph leytecallforhelp leyteneedshelp abuyogneedshelp baybayneedshelp capizneedshelp iloiloneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs wide media coverage leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
want hype baybay city abuyog leyte needs help theres lot dead body wounded citizens need doctors food clothes pray leyte leyteneedshelp leytecallforhelp agatonph,125.149437/10.62223,abuyog leyte,help,Medical Response
amount small former interior secretary mar roxas launches donation drive help provincemates capiz affected tropical storm agatonph proceeds used buy rice evacuation centers roxas said,119.241386/10.09141,roxas capiz,help,Medical Response
hi everyone youfra saint bernard franciscan local group organization based saint bernard southern leyte franciscan youth philippines organizing help operation baybay city leyte baybayneedshelp leyteneedshelp rescueph rescueleyte agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leyte needs help prayforleyte agatonph leyteneedshelp baybayneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
heartbreaking pictures retrieval dead bodies due landslide happened brgy pilar abuyog leyte people needs help prayers amount would great help abuyogneedshelp agatonph leyteneedshelp pctto,126.124962/9.84158,pilar leyte,help,Medical Response
mar roxas asking donations help affected agatonph bongbong marcos camp busy politicising typhoon stupid moronic incentive way campaigning bbm uniteambbmsara low go ito ang totoong mandaraya big yuck,119.241386/10.09141,roxas ,help,Medical Response
18 donation drive 12nn tomorrow amount big help victims typhoon agatonph leyte thank donations leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
need team initiating donation drive kababayans region 8 especially leyte greatly affected continuing onslaught agatonph humbly asking support providing aids people ground leyteneedshelp,124.552177/11.33877,leyte leyte,help,Medical Response
leyteneedshelp leytecallforhelp agatonph baybayneedshelp leyte needs help spread news,124.552177/11.33877,leyte leyte,help,Medical Response
read roads iloilo capiz still unpassable heres way help directly gcash details thread rt spread word agatonph,122.650482/10.84919,iloilo,help,Medical Response
almost everyone talking whats happening artists personal lives seeing talking whats haplened whats happening leyte typhoon agaton nakakadisappoint lang little media coverage leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph prayforleyte hii pls trend tags kasi people leyte really need help tysm,124.552177/11.33877,leyte leyte,help,Medical Response
look families mourn loss loved ones recovering dead bodies buried landslide pilar abuyogleyte aftermath onslaught typhoon agatonph eastern visayas baybayneedshelp abuyogneedshelp ctto images rex brazil,126.124962/9.84158,pilar ,help,Medical Response
hello also pls help us spread leyte needs help doesnt get much attention people literally dying walang media coverage yall much joking someones leaked dx pic pls decency agatonph iñigo leyteneedshelp agaton,124.552177/11.33877,leyte leyte,help,Medical Response
easy trend celebrity issues hard give sliver whats happening leyte leyteneedshelp baybayneedshelp agatonph leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
hour ago pdrrmoupdate stating roxas iloilo national road passable capizneedshelp agatonph,119.241386/10.09141,roxas iloilo,help,Medical Response
kahayag initiative asking help raise funds victims typhoon agaton southern leyte collected cash donations forwarded youth lenikiko yfl robredo peoples councilleyte rpc reliefph agatone agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
dead bodies recovered landslide brgy pilar abuyog leyte abuyog still needs help pls keep supporting donation drives help us spread news please rlly needs attention agatonph leyteneedshelp abuyogneedshelp bagyongagaton _ctto,126.124962/9.84158,pilar leyte,help,Medical Response
dead bodies recovered landslide brgy pilar abuyog leyte abuyog still needs help pls keep supporting donation drives help us spread news agatonph leyteneedshelp baybayneedshelp abuyogneedshelp bagyongagaton _ctto,126.124962/9.84158,pilar leyte,help,Medical Response
photo brgy pilar abuyog leyte highschool bactchmates creating donation drive typhoon agaton victims abuyog leyte may send donations via gcash thank prayforleyte leyteneedshelp agatonph abuyogneedshelp,126.124962/9.84158,pilar leyte,help,Medical Response
sad thing two pump boats supposed distribute relief goods rescue stranded people poblacion ilawod panitan agatonph,122.784111/11.48399,panitan ,relief goods,Food & Clothes
prayer update agatonph help coming team flew tacloban leyte morning disaster response program needs kababayans affected typhoon agaton give dswdsbsp0000612021nationwide,124.552177/11.33877,leyte leyte,help,Medical Response
visayas needs help baybay city abuyog capiz iloilo need immediate help po leyte needs help need doctors foods clothes capizneedshelp baybayneedshelp agatonph abuyogneedshelp leyteneedshelp,125.149437/10.62223,abuyog capiz,help,Medical Response
hi simple rt use hashtags know armys help victims leyte parts visayas assist bringing majoritys attention issue iloiloneedshelp capizneedshelp leyteneedshelp baybayneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
thank rpcleyte thank abuyog youth leni agatonph abuyogneedshelp leyteneedshelp,125.149437/10.62223,abuyog ,help,Medical Response
baybay city leyte needs help please share help people need immediate response agatonph baybayneedshelp calling attention rescuers different agencies organizations municipalities people baybay city need helplinks thread,124.552177/11.33877,leyte leyte,help,Medical Response
pls aware happening right leyte check original tweet see help leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,124.552177/11.33877,leyte leyte,help,Medical Response
think issues yung mga chismis forgot real issue lets instead focus real issue continue send help leytecallforhelp leyteneedhelp leyteneedshelp agatonph rescueph,121.576851/14.69707,real ,help,Medical Response
agatonph leyteneedshelp hope better planactions foundation past years encountered different typhoons leyte hope learn mother nature strong rest peace died due typhoon agaton befirmleytiñons,124.552177/11.33877,leyte leyte,help,Medical Response
baybay city leyte needs help need doctors food clothes baybayneedshelp leyteneedshelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
iloilo needs help thousands families displaced livelihoods gone homes wrecked floods many missing need help agatonph iloiloneedshelp,122.650482/10.84919,iloilo,help,Medical Response
call donations rough us past days baybay city leyte facing worse flooding decades leyteneedshelp prayforleyte agatonph please pray places affected,124.552177/11.33877,leyte leyte,help,Medical Response
good evening everyone asking helpdonations people leyte especially baybay abuyog thank much advance wants donate leyteneedhelp agatonph,124.552177/11.33877,leyte leyte,help,Medical Response
tabang para ha mga leyteño relief operations today abuyog leyte willing interested send help may click link leyteneedshelp agatonph abuyogneedshelp baybaycityneedshelp baybayneedshelp,125.149437/10.62223,abuyog leyte,help,Medical Response
